Time [s],Channel 0,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7
2026-06-06T14:53:11.147194000+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:53:11.680938042+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:53:11.684390333+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:53:11.686193208+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:53:11.686575500+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:53:11.687068958+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:53:11.687449542+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:53:11.687943917+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:53:11.688324042+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:53:11.689650875+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:53:11.690072625+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:53:11.691402375+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:53:11.691820792+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:53:11.692314125+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:53:11.692695167+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:53:11.694061083+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:53:11.694443750+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:53:11.694938042+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:53:11.695317875+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:53:11.695812417+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:53:11.696192167+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:53:11.696685458+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:53:11.697066458+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:53:11.698432667+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:53:11.698814833+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:53:11.699307917+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:53:11.699688875+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:53:11.700182417+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:53:11.700563292+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:53:11.701893667+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:53:11.702311583+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:53:11.702805625+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:53:11.703186000+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:53:11.704551875+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:53:11.704934500+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:53:11.705428083+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:53:11.705808750+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:53:11.707175042+00:00,0,1,1,1,1,1,1,1
