Time [s],Channel 0,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7
2026-06-06T14:54:16.049524000+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:54:16.134412542+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:54:16.137834458+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:54:16.139630375+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:54:16.140019750+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:54:16.140507375+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:54:16.140894042+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:54:16.141380708+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:54:16.141768250+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:54:16.143127292+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:54:16.143516667+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:54:16.144876333+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:54:16.145265167+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:54:16.145752167+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:54:16.146139375+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:54:16.147498250+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:54:16.147888000+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:54:16.148375000+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:54:16.148762208+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:54:16.149249083+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:54:16.149636333+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:54:16.150122083+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:54:16.150510750+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:54:16.151869583+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:54:16.152259208+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:54:16.152746250+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:54:16.153133375+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:54:16.153619375+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:54:16.154007708+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:54:16.155366542+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:54:16.155756125+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:54:16.156243542+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:54:16.156630375+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:54:16.157988792+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:54:16.158378792+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:54:16.158865625+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:54:16.159253125+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:54:16.160612125+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:54:16.161001625+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:54:16.161487792+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:54:16.161876000+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:54:16.162362875+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:54:16.162750167+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:54:16.164109417+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:54:16.164498625+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:54:16.164985625+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:54:16.165372792+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:54:16.165859833+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:54:16.166247375+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:54:16.166733583+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:54:16.167121500+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:54:16.167607833+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:54:16.167995792+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:54:16.169354958+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:54:16.169744125+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:54:16.171102500+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:54:16.171492625+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:54:16.172851500+00:00,0,1,1,1,1,1,1,1
