Time [s],Channel 0,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7
2026-06-06T14:57:49.660789000+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:57:51.189724542+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:57:51.193140083+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:57:51.194905667+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:57:51.195324542+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:57:51.195818333+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:57:51.196199250+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:57:51.196692458+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:57:51.197072917+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:57:51.198402708+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:57:51.198821417+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:57:51.200187500+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:57:51.200570167+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:57:51.201062792+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:57:51.201444208+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:57:51.202775042+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:57:51.203192875+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:57:51.203686458+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:57:51.204066958+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:57:51.204560042+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:57:51.204941292+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:57:51.205434833+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:57:51.205815458+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:57:51.207146333+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:57:51.207563875+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:57:51.208057000+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:57:51.208438167+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:57:51.208931708+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:57:51.209312583+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:57:51.210678542+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:57:51.211061083+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:57:51.211553917+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:57:51.211935250+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:57:51.213265917+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:57:51.213683542+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:57:51.214176375+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:57:51.214557958+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:57:51.215885708+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:57:51.216306208+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:57:51.216799417+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:57:51.217180500+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:57:51.217673792+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:57:51.218054667+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:57:51.219420708+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:57:51.219803417+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:57:51.221169042+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:57:51.221551750+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:57:51.222881333+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:57:51.223300333+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:57:51.223793500+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:57:51.224174542+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:57:51.224668292+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:57:51.225048833+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:57:51.226377458+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:57:51.226797250+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:57:51.228126542+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:57:51.228545417+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:57:51.229874667+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:57:51.230294250+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:57:51.230787458+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:57:51.231168625+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:57:51.231661792+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:57:51.232042792+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:57:51.232536167+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:57:51.232917125+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:57:51.233410167+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:57:51.233791208+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:57:51.235122000+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:57:51.235539750+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:57:51.236033208+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:57:51.236413833+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:57:51.237743917+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:57:51.238162542+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:57:51.239528250+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:57:51.239911000+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:57:51.241240042+00:00,0,1,1,1,1,1,1,1
