Time [s],Channel 0,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7
2026-06-06T14:53:47.250394000+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:53:47.946759250+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:53:47.950215583+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:53:47.951977167+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:53:47.952400208+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:53:47.952853417+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:53:47.953274917+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:53:47.953728500+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:53:47.954149125+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:53:47.955474375+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:53:47.955897667+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:53:47.957222792+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:53:47.957645917+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:53:47.958098583+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:53:47.958520208+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:53:47.959845500+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:53:47.960268792+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:53:47.960722042+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:53:47.961142958+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:53:47.961596167+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:53:47.962017167+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:53:47.962470583+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:53:47.962891208+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:53:47.964217000+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:53:47.964639750+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:53:47.965092917+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:53:47.965514125+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:53:47.965966667+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:53:47.966388375+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:53:47.967713625+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:53:47.968136583+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:53:47.968589250+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:53:47.969010625+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:53:47.970336250+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:53:47.970759250+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:53:47.971212042+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:53:47.971633667+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:53:47.972958875+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:53:47.973381833+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:53:47.973835500+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:53:47.974256250+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:53:47.974708833+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:53:47.975130167+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:53:47.976456167+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:53:47.976878792+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:53:47.977332250+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:53:47.977752875+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:53:47.978206750+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:53:47.978627500+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:53:47.979081208+00:00,0,1,1,1,1,1,1,1
