Time [s],Channel 0,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7
2026-06-06T14:55:58.877509000+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:55:59.145158083+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:55:59.148608625+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:55:59.150376750+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:55:59.150794042+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:55:59.151253000+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:55:59.151668250+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:55:59.152128500+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:55:59.152542583+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:55:59.153873583+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:55:59.154290917+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:55:59.155623000+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:55:59.156039583+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:55:59.156499375+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:55:59.156913875+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:55:59.158244500+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:55:59.158662292+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:55:59.159152333+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:55:59.159536625+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:55:59.160026375+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:55:59.160410792+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:55:59.160870875+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:55:59.161285208+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:55:59.162616167+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:55:59.163033875+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:55:59.163494625+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:55:59.163908000+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:55:59.164397917+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:55:59.164782125+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:55:59.166113292+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:55:59.166530542+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:55:59.166989833+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:55:59.167404917+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:55:59.168734292+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:55:59.169153375+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:55:59.169644000+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:55:59.170027833+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:55:59.171358708+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:55:59.171776417+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:55:59.172236000+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:55:59.172650542+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:55:59.173110083+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:55:59.173524750+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:55:59.174855500+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:55:59.175273292+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:55:59.175763542+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:55:59.176147333+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:55:59.176637375+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:55:59.177021667+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:55:59.177511667+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:55:59.177896000+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:55:59.178355583+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:55:59.178770208+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:55:59.180100833+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:55:59.180518708+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:55:59.180976542+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:55:59.181393042+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:55:59.182723417+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:55:59.183141750+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:55:59.184472333+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:55:59.184890167+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:55:59.186219875+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:55:59.186638542+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:55:59.187971292+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:55:59.188387167+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:55:59.188845250+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:55:59.189261375+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:55:59.189721375+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:55:59.190135542+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:55:59.190594042+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:55:59.191009750+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:55:59.191467917+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:55:59.191884000+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:55:59.193215208+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:55:59.193632500+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:55:59.194091042+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:55:59.194506750+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:55:59.195837042+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:55:59.196255167+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:55:59.197585708+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:55:59.198003792+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:55:59.198493833+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:55:59.198878000+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:55:59.199368333+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:55:59.199752208+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:55:59.279216875+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:55:59.282667875+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:55:59.284435667+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:55:59.284853208+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:55:59.285344583+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:55:59.285727458+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:55:59.286218625+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:55:59.286601667+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:55:59.287932875+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:55:59.288350042+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:55:59.289679333+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:55:59.290098625+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:55:59.290589667+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:55:59.290972667+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:55:59.292336458+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:55:59.292721208+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:55:59.293213083+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:55:59.293595542+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:55:59.294087083+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:55:59.294469792+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:55:59.294961375+00:00,0,1,1,1,1,1,1,1
