Time [s],Channel 0,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7
2026-06-06T14:46:36.204147000+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:46:37.819016208+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:46:37.822468292+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:46:37.824270250+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:46:37.824653708+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:46:37.825145375+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:46:37.825527875+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:46:37.826021375+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:46:37.826402125+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:46:37.827734000+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:46:37.828150500+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:46:37.829480042+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:46:37.829898667+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:46:37.830391542+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:46:37.830773250+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:46:37.832103417+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:46:37.832521875+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:46:37.833014583+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:46:37.833396125+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:46:37.833888417+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:46:37.834270375+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:46:37.834763125+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:46:37.835144667+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:46:37.836474042+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:46:37.836892750+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:46:37.837385833+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:46:37.837767167+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:46:37.838260292+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:46:37.838641458+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:46:37.839972000+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:46:37.840389875+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:46:37.840882458+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:46:37.841264042+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:46:37.842594333+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:46:37.843012542+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:46:37.843505083+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:46:37.843887125+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:46:37.845213958+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:46:37.845635375+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:46:37.846128042+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:46:37.846509500+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:46:37.846965292+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:46:37.847383750+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:46:37.848712833+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:46:37.849132292+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:46:37.850497250+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:46:37.850880917+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:46:37.852210750+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:46:37.852629167+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:46:37.853121750+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:46:37.853503625+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:46:37.853996250+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:46:37.854377875+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:46:37.855706000+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:46:37.856126292+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:46:37.856618667+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:46:37.857000625+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:46:37.857492417+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:46:37.857874708+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:46:37.858368542+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:46:37.858749083+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:46:37.860078375+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:46:37.860497500+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:46:37.860990708+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:46:37.861371958+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:46:37.861864417+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:46:37.862245958+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:46:37.863575708+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:46:37.863994250+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:46:37.864487167+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:46:37.864868792+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:46:37.865361000+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:46:37.865742833+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:46:37.866236375+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:46:37.866617083+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:46:37.867982333+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:46:37.868365833+00:00,1,1,1,1,1,1,1,1
