Time [s],Channel 0,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7
2026-06-06T14:57:13.747099000+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:57:14.049244583+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:57:14.052666167+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:57:14.054463500+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:57:14.054851458+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:57:14.055338458+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:57:14.055725750+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:57:14.056213417+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:57:14.056600042+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:57:14.057959417+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:57:14.058348333+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:57:14.059708375+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:57:14.060096833+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:57:14.060583625+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:57:14.060971042+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:57:14.062330917+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:57:14.062719625+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:57:14.063206875+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:57:14.063594000+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:57:14.064080250+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:57:14.064468250+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:57:14.064955250+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:57:14.065342542+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:57:14.066702417+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:57:14.067090917+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:57:14.067577708+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:57:14.067965208+00:00,1,1,1,1,1,1,1,1
