Time [s],Channel 0,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7
2026-06-06T14:21:49.256073000+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:21:49.293592333+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:21:49.297014625+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:21:49.298810208+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:21:49.299199958+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:21:49.299686000+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:21:49.300074292+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:21:49.300560833+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:21:49.300948417+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:21:49.302307417+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:21:49.302696917+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:21:49.304057042+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:21:49.304445542+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:21:49.304931333+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:21:49.305319750+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:21:49.306677208+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:21:49.307068208+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:21:49.307553375+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:21:49.307942458+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:21:49.308429292+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:21:49.308816667+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:21:49.309302417+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:21:49.309690958+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:21:49.311049750+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:21:49.311439708+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:21:49.311926250+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:21:49.312313792+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:21:49.312800333+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:21:49.313188000+00:00,1,1,1,1,1,1,1,1
