Time [s],Channel 0,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7
2026-06-06T14:56:14.117226000+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:56:15.068550792+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:56:15.071973667+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:56:15.073769167+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:56:15.074158750+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:56:15.074645333+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:56:15.075033083+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:56:15.075518917+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:56:15.075907375+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:56:15.077266500+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:56:15.077655667+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:56:15.079013875+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:56:15.079404333+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:56:15.079890292+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:56:15.080278750+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:56:15.081637250+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:56:15.082027042+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:56:15.082513625+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:56:15.082901292+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:56:15.083387583+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:56:15.083775583+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:56:15.084262000+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:56:15.084649792+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:56:15.086009500+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:56:15.086398417+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:56:15.086885125+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:56:15.087272667+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:56:15.087759292+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:56:15.088146750+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:56:15.089505500+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:56:15.089895458+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:56:15.090381542+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:56:15.090769583+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:56:15.092128667+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:56:15.092518167+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:56:15.093003917+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:56:15.093392500+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:56:15.094751667+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:56:15.095140958+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:56:15.095626083+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:56:15.096015042+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:56:15.096501333+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:56:15.096889250+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:56:15.098248000+00:00,0,1,1,1,1,1,1,1
