Time [s],Channel 0,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7
2026-06-06T14:46:05.939594000+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:46:08.068444167+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:46:08.071894708+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:46:08.073661833+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:46:08.074079542+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:46:08.074573375+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:46:08.074953667+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:46:08.075447667+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:46:08.075828083+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:46:08.077194458+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:46:08.077576375+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:46:08.078905958+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:46:08.079324833+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:46:08.079818292+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:46:08.080199042+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:46:08.081565333+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:46:08.081947667+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:46:08.082441167+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:46:08.082821958+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:46:08.083315542+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:46:08.083696250+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:46:08.084189958+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:46:08.084570333+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:46:08.085900583+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:46:08.086319000+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:46:08.086813333+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:46:08.087193125+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:46:08.087685833+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:46:08.088067250+00:00,1,1,1,1,1,1,1,1
2026-06-06T14:46:08.089433750+00:00,0,1,1,1,1,1,1,1
2026-06-06T14:46:08.089815917+00:00,1,1,1,1,1,1,1,1
