Time [s],Channel 0
2026-08-23T10:43:40.738853000+00:00,1
2026-08-23T10:43:40.809046917+00:00,0
2026-08-23T10:43:40.812579292+00:00,1
2026-08-23T10:43:40.814245917+00:00,0
2026-08-23T10:43:40.814733875+00:00,1
2026-08-23T10:43:40.815144208+00:00,0
2026-08-23T10:43:40.815604583+00:00,1
2026-08-23T10:43:40.816013542+00:00,0
2026-08-23T10:43:40.816444792+00:00,1
2026-08-23T10:43:40.817752417+00:00,0
2026-08-23T10:43:40.818209792+00:00,1
2026-08-23T10:43:40.819494875+00:00,0
2026-08-23T10:43:40.819925667+00:00,1
2026-08-23T10:43:40.820362292+00:00,0
2026-08-23T10:43:40.820796208+00:00,1
2026-08-23T10:43:40.822104000+00:00,0
2026-08-23T10:43:40.822564250+00:00,1
2026-08-23T10:43:40.822972042+00:00,0
2026-08-23T10:43:40.823405458+00:00,1
2026-08-23T10:43:40.823844042+00:00,0
2026-08-23T10:43:40.824276750+00:00,1
2026-08-23T10:43:40.824714417+00:00,0
2026-08-23T10:43:40.825175125+00:00,1
2026-08-23T10:43:40.826421125+00:00,0
2026-08-23T10:43:40.826911083+00:00,1
2026-08-23T10:43:40.827322958+00:00,0
2026-08-23T10:43:40.827782208+00:00,1
2026-08-23T10:43:40.828191250+00:00,0
2026-08-23T10:43:40.828649375+00:00,1
2026-08-23T10:43:40.829932083+00:00,0
2026-08-23T10:43:40.830365917+00:00,1
2026-08-23T10:43:40.830800333+00:00,0
2026-08-23T10:43:40.831233500+00:00,1
2026-08-23T10:43:40.832541833+00:00,0
2026-08-23T10:43:40.832970000+00:00,1
2026-08-23T10:43:40.833411958+00:00,0
2026-08-23T10:43:40.833864333+00:00,1
2026-08-23T10:43:40.835149958+00:00,0
2026-08-23T10:43:40.835578000+00:00,1
2026-08-23T10:43:40.836021542+00:00,0
2026-08-23T10:43:40.836479083+00:00,1
2026-08-23T10:43:40.836890917+00:00,0
2026-08-23T10:43:40.837322542+00:00,1
2026-08-23T10:43:40.838599750+00:00,0
2026-08-23T10:43:40.839088000+00:00,1
2026-08-23T10:43:40.839500125+00:00,0
2026-08-23T10:43:40.839930833+00:00,1
2026-08-23T10:43:40.840371167+00:00,0
2026-08-23T10:43:40.840828667+00:00,1
2026-08-23T10:43:40.841207917+00:00,0
2026-08-23T10:43:40.841697750+00:00,1
2026-08-23T10:43:40.842109708+00:00,0
2026-08-23T10:43:40.842569750+00:00,1
2026-08-23T10:43:40.843848333+00:00,0
2026-08-23T10:43:40.844203333+00:00,1
2026-08-23T10:43:40.845557917+00:00,0
2026-08-23T10:43:40.846023167+00:00,1
2026-08-23T10:43:40.846458125+00:00,0
2026-08-23T10:43:40.846887542+00:00,1
2026-08-23T10:43:40.848165458+00:00,0
2026-08-23T10:43:40.848627625+00:00,1
2026-08-23T10:43:40.849068250+00:00,0
2026-08-23T10:43:40.849527167+00:00,1
2026-08-23T10:43:40.850806333+00:00,0
2026-08-23T10:43:40.851260000+00:00,1
2026-08-23T10:43:40.851677042+00:00,0
2026-08-23T10:43:40.852137458+00:00,1
2026-08-23T10:43:40.852546458+00:00,0
2026-08-23T10:43:40.852979917+00:00,1
2026-08-23T10:43:40.853416625+00:00,0
2026-08-23T10:43:40.853876500+00:00,1
2026-08-23T10:43:40.855154958+00:00,0
2026-08-23T10:43:40.855586750+00:00,1
2026-08-23T10:43:40.856026208+00:00,0
2026-08-23T10:43:40.856485458+00:00,1
2026-08-23T10:43:40.856896375+00:00,0
2026-08-23T10:43:40.857325917+00:00,1
2026-08-23T10:43:40.857766708+00:00,0
2026-08-23T10:43:40.858222042+00:00,1
2026-08-23T10:43:40.859504875+00:00,0
2026-08-23T10:43:40.859933208+00:00,1
2026-08-23T10:43:40.860375667+00:00,0
2026-08-23T10:43:40.860811333+00:00,1
2026-08-23T10:43:40.861245708+00:00,0
2026-08-23T10:43:40.861702167+00:00,1
2026-08-23T10:43:40.936766208+00:00,0
2026-08-23T10:43:40.940274667+00:00,1
2026-08-23T10:43:40.941963542+00:00,0
2026-08-23T10:43:40.942349458+00:00,1
2026-08-23T10:43:40.942864083+00:00,0
2026-08-23T10:43:40.943290625+00:00,1
2026-08-23T10:43:40.943733125+00:00,0
2026-08-23T10:43:40.944166625+00:00,1
2026-08-23T10:43:40.945471667+00:00,0
2026-08-23T10:43:40.945903917+00:00,1
2026-08-23T10:43:40.947182583+00:00,0
2026-08-23T10:43:40.947670083+00:00,1
2026-08-23T10:43:40.948082042+00:00,0
2026-08-23T10:43:40.948541083+00:00,1
2026-08-23T10:43:40.949823042+00:00,0
2026-08-23T10:43:40.950178125+00:00,1
2026-08-23T10:43:40.950690625+00:00,0
2026-08-23T10:43:40.951147208+00:00,1
2026-08-23T10:43:40.951562208+00:00,0
2026-08-23T10:43:40.951996583+00:00,1
2026-08-23T10:43:40.952433375+00:00,0
2026-08-23T10:43:40.952892500+00:00,1
2026-08-23T10:43:40.954171833+00:00,0
2026-08-23T10:43:40.954526750+00:00,1
2026-08-23T10:43:40.955043083+00:00,0
2026-08-23T10:43:40.955501417+00:00,1
2026-08-23T10:43:40.955910000+00:00,0
2026-08-23T10:43:40.956367125+00:00,1
2026-08-23T10:43:40.957620167+00:00,0
2026-08-23T10:43:40.958108542+00:00,1
2026-08-23T10:43:40.958519792+00:00,0
2026-08-23T10:43:40.958976708+00:00,1
2026-08-23T10:43:40.960260583+00:00,0
2026-08-23T10:43:40.960616000+00:00,1
2026-08-23T10:43:40.961130500+00:00,0
2026-08-23T10:43:40.961561750+00:00,1
2026-08-23T10:43:40.962837833+00:00,0
2026-08-23T10:43:40.963327875+00:00,1
2026-08-23T10:43:40.963739458+00:00,0
2026-08-23T10:43:40.964172208+00:00,1
2026-08-23T10:43:40.964610625+00:00,0
2026-08-23T10:43:40.965070208+00:00,1
2026-08-23T10:43:40.966348542+00:00,0
2026-08-23T10:43:40.966809208+00:00,1
2026-08-23T10:43:40.967219458+00:00,0
2026-08-23T10:43:40.967649583+00:00,1
2026-08-23T10:43:40.968090167+00:00,0
2026-08-23T10:43:40.968548125+00:00,1
2026-08-23T10:43:40.968957042+00:00,0
2026-08-23T10:43:40.969387333+00:00,1
2026-08-23T10:43:40.969829500+00:00,0
2026-08-23T10:43:40.970183333+00:00,1
2026-08-23T10:43:40.971567167+00:00,0
2026-08-23T10:43:40.972003125+00:00,1
2026-08-23T10:43:40.973306458+00:00,0
2026-08-23T10:43:40.973734875+00:00,1
2026-08-23T10:43:40.974177375+00:00,0
2026-08-23T10:43:40.974610875+00:00,1
2026-08-23T10:43:40.975915917+00:00,0
2026-08-23T10:43:40.976377042+00:00,1
2026-08-23T10:43:40.976786917+00:00,0
2026-08-23T10:43:40.977241833+00:00,1
2026-08-23T10:43:40.978525250+00:00,0
2026-08-23T10:43:40.978957875+00:00,1
2026-08-23T10:43:40.979396375+00:00,0
2026-08-23T10:43:40.979855125+00:00,1
2026-08-23T10:43:40.980234167+00:00,0
2026-08-23T10:43:40.980725417+00:00,1
2026-08-23T10:43:40.981135542+00:00,0
2026-08-23T10:43:40.981568125+00:00,1
2026-08-23T10:43:40.982873750+00:00,0
2026-08-23T10:43:40.983330083+00:00,1
2026-08-23T10:43:40.983744750+00:00,0
2026-08-23T10:43:40.984204667+00:00,1
2026-08-23T10:43:40.984614458+00:00,0
2026-08-23T10:43:40.985046583+00:00,1
2026-08-23T10:43:40.985485375+00:00,0
2026-08-23T10:43:40.985919625+00:00,1
2026-08-23T10:43:40.987224042+00:00,0
2026-08-23T10:43:40.987656500+00:00,1
2026-08-23T10:43:40.988095500+00:00,0
2026-08-23T10:43:40.988529167+00:00,1
2026-08-23T10:43:40.988964792+00:00,0
2026-08-23T10:43:40.989397500+00:00,1
2026-08-23T10:43:41.064483250+00:00,0
2026-08-23T10:43:41.068014833+00:00,1
2026-08-23T10:43:41.069711667+00:00,0
2026-08-23T10:43:41.070168708+00:00,1
2026-08-23T10:43:41.070579792+00:00,0
2026-08-23T10:43:41.071006500+00:00,1
2026-08-23T10:43:41.071450792+00:00,0
2026-08-23T10:43:41.071910000+00:00,1
2026-08-23T10:43:41.073158375+00:00,0
2026-08-23T10:43:41.073646083+00:00,1
2026-08-23T10:43:41.074903417+00:00,0
2026-08-23T10:43:41.075387208+00:00,1
2026-08-23T10:43:41.075798542+00:00,0
2026-08-23T10:43:41.076256750+00:00,1
2026-08-23T10:43:41.077539792+00:00,0
2026-08-23T10:43:41.077894958+00:00,1
2026-08-23T10:43:41.078408000+00:00,0
2026-08-23T10:43:41.078840625+00:00,1
2026-08-23T10:43:41.079279958+00:00,0
2026-08-23T10:43:41.079712042+00:00,1
2026-08-23T10:43:41.080149542+00:00,0
2026-08-23T10:43:41.080579375+00:00,1
2026-08-23T10:43:41.081888792+00:00,0
2026-08-23T10:43:41.082321750+00:00,1
2026-08-23T10:43:41.082759500+00:00,0
2026-08-23T10:43:41.083216875+00:00,1
2026-08-23T10:43:41.083627167+00:00,0
2026-08-23T10:43:41.084061000+00:00,1
2026-08-23T10:43:41.085367833+00:00,0
2026-08-23T10:43:41.085827208+00:00,1
2026-08-23T10:43:41.086236500+00:00,0
2026-08-23T10:43:41.086695250+00:00,1
2026-08-23T10:43:41.087977917+00:00,0
2026-08-23T10:43:41.088409083+00:00,1
2026-08-23T10:43:41.088846833+00:00,0
2026-08-23T10:43:41.089273667+00:00,1
2026-08-23T10:43:41.090556542+00:00,0
2026-08-23T10:43:41.091044375+00:00,1
2026-08-23T10:43:41.091457000+00:00,0
2026-08-23T10:43:41.091810708+00:00,1
2026-08-23T10:43:41.092327083+00:00,0
2026-08-23T10:43:41.092785667+00:00,1
2026-08-23T10:43:41.094065083+00:00,0
2026-08-23T10:43:41.094420500+00:00,1
2026-08-23T10:43:41.094936458+00:00,0
2026-08-23T10:43:41.095368375+00:00,1
2026-08-23T10:43:41.095806250+00:00,0
2026-08-23T10:43:41.096240917+00:00,1
2026-08-23T10:43:41.096674292+00:00,0
