Time [s],Channel 0
2026-08-23T10:49:48.348796000+00:00,1
2026-08-23T10:49:50.030148917+00:00,0
2026-08-23T10:49:50.033680583+00:00,1
2026-08-23T10:49:50.035377583+00:00,0
2026-08-23T10:49:50.035839250+00:00,1
2026-08-23T10:49:50.036245042+00:00,0
2026-08-23T10:49:50.036707917+00:00,1
2026-08-23T10:49:50.037115792+00:00,0
2026-08-23T10:49:50.037578958+00:00,1
2026-08-23T10:49:50.038854833+00:00,0
2026-08-23T10:49:50.039315333+00:00,1
2026-08-23T10:49:50.040595250+00:00,0
2026-08-23T10:49:50.041058375+00:00,1
2026-08-23T10:49:50.041464792+00:00,0
2026-08-23T10:49:50.041922417+00:00,1
2026-08-23T10:49:50.043205042+00:00,0
2026-08-23T10:49:50.043669333+00:00,1
2026-08-23T10:49:50.044073708+00:00,0
2026-08-23T10:49:50.044536625+00:00,1
2026-08-23T10:49:50.044945750+00:00,0
2026-08-23T10:49:50.045406083+00:00,1
2026-08-23T10:49:50.045816250+00:00,0
2026-08-23T10:49:50.046277792+00:00,1
2026-08-23T10:49:50.047554417+00:00,0
2026-08-23T10:49:50.048018208+00:00,1
2026-08-23T10:49:50.048425292+00:00,0
2026-08-23T10:49:50.048885625+00:00,1
2026-08-23T10:49:50.049292958+00:00,0
2026-08-23T10:49:50.049754292+00:00,1
2026-08-23T10:49:50.051033500+00:00,0
2026-08-23T10:49:50.051494292+00:00,1
2026-08-23T10:49:50.051902292+00:00,0
2026-08-23T10:49:50.052361625+00:00,1
2026-08-23T10:49:50.053643458+00:00,0
2026-08-23T10:49:50.054110917+00:00,1
2026-08-23T10:49:50.054512667+00:00,0
2026-08-23T10:49:50.054975417+00:00,1
2026-08-23T10:49:50.056251167+00:00,0
2026-08-23T10:49:50.056713542+00:00,1
2026-08-23T10:49:50.057121958+00:00,0
2026-08-23T10:49:50.057503958+00:00,1
2026-08-23T10:49:50.057992292+00:00,0
2026-08-23T10:49:50.058459208+00:00,1
2026-08-23T10:49:50.059730875+00:00,0
2026-08-23T10:49:50.060189792+00:00,1
2026-08-23T10:49:50.061469583+00:00,0
2026-08-23T10:49:50.061933875+00:00,1
2026-08-23T10:49:50.063209250+00:00,0
2026-08-23T10:49:50.063670250+00:00,1
2026-08-23T10:49:50.064079583+00:00,0
2026-08-23T10:49:50.064542125+00:00,1
2026-08-23T10:49:50.064949958+00:00,0
2026-08-23T10:49:50.065407708+00:00,1
2026-08-23T10:49:50.065819792+00:00,0
2026-08-23T10:49:50.066282000+00:00,1
2026-08-23T10:49:50.067559125+00:00,0
2026-08-23T10:49:50.068020417+00:00,1
2026-08-23T10:49:50.069299583+00:00,0
2026-08-23T10:49:50.069762833+00:00,1
2026-08-23T10:49:50.071038833+00:00,0
2026-08-23T10:49:50.071501542+00:00,1
2026-08-23T10:49:50.071909500+00:00,0
2026-08-23T10:49:50.072373375+00:00,1
2026-08-23T10:49:50.072777500+00:00,0
2026-08-23T10:49:50.073239667+00:00,1
2026-08-23T10:49:50.073648000+00:00,0
2026-08-23T10:49:50.074107833+00:00,1
2026-08-23T10:49:50.075388875+00:00,0
2026-08-23T10:49:50.075848167+00:00,1
2026-08-23T10:49:50.077126958+00:00,0
2026-08-23T10:49:50.077588750+00:00,1
2026-08-23T10:49:50.078865583+00:00,0
2026-08-23T10:49:50.079330375+00:00,1
2026-08-23T10:49:50.080604625+00:00,0
2026-08-23T10:49:50.081073375+00:00,1
2026-08-23T10:49:50.081475708+00:00,0
2026-08-23T10:49:50.081937542+00:00,1
2026-08-23T10:49:50.083213917+00:00,0
2026-08-23T10:49:50.083677458+00:00,1
2026-08-23T10:49:50.084956542+00:00,0
2026-08-23T10:49:50.085418208+00:00,1
2026-08-23T10:49:50.085824792+00:00,0
2026-08-23T10:49:50.086287333+00:00,1
2026-08-23T10:49:50.087565083+00:00,0
2026-08-23T10:49:50.088029125+00:00,1
2026-08-23T10:49:50.163084583+00:00,0
2026-08-23T10:49:50.166616708+00:00,1
2026-08-23T10:49:50.168312583+00:00,0
2026-08-23T10:49:50.168780667+00:00,1
2026-08-23T10:49:50.169181000+00:00,0
